text,label,category,lang,source
"Оплата ЖКХ за февраль принята, сумма 94 000 тг",safe,,ru,synthetic_template_kz
Ваш аккаунт eGov будет удален сегодня до 18:00. Подтвердите ИИН: kz-vyigrysh.net,scam,phishing,ru,synthetic_template_kz
"Ана, мен кешігемін, шамамен 19-де боламын",safe,,kk,synthetic_template_kz
Клиникамызда тегін диагностика. Бүгінге жазылу +7 781 215 40 15,suspicious,,kk,synthetic_template_kz
Жаңа технологиялар туралы мақалалар.,safe,,kk,github_Yerassyl04_Spam-kazakh
"Bereke Bank: жеке кабинетіңізге жаңа құрылғыдан кіру әрекеті тіркелді. Егер бұл сіз болмасаңыз, растаңыз: kaspi-bonus.top",scam,fake_bank,kk,synthetic_template_kz
Kaspi: код 376996. Никому не сообщайте.,safe,,ru,synthetic_template_kz
"Несие бойынша сақтандыруды қайтaру. Өтемақы тиесілі ме, тексеріңіз: +7 720 136 33 72",suspicious,,kk,synthetic_template_kz
Сіз Wildberries сертификатын 39 000 тг алдыңыз. 2 сағат ішінде белсендіріңіз: wb-kz-prize.shop,scam,fake_prize,kk,synthetic_template_kz
Бүгіннің ұсынысы: сатып алғаныңыз үшін сыйлық алыңыз!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
Есkе салу: оқу ақыcын 13.1 дейін төлеу қажет. Сома 9 000 000 тг,safe,,kk,synthetic_template_kz
"Встреча группы SE-2424 в 11:00, корпус 1",safe,,ru,synthetic_template_kz
№242119 тапсырысыңыз Boxberry пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
"Здравствуйте, Алия! Напоминаем о записи к врачу завтра в 12:00",safe,,ru,synthetic_template_kz
"Требуются сотрудники, график свободный, оплата ежедневно 32 000 тг. Telegram по номеру +7 729 998 51 63",suspicious,,ru,synthetic_template_kz
Сіз үшін арнайы ұсыныс жасадық.,safe,,kk,github_Yerassyl04_Spam-kazakh
Антифрод-центр: на ваше имя заведено производство. Явитесь или ознакомьтесь enpf-vyplata.ru,scam,fake_police,ru,synthetic_template_kz
Назар  аударыңыз!  *4585 картаңыз қауіпте. Қаражатты резервтік шотқа аударыңыз: forte-cabinet.pro,scam,fake_bank,kk,synthetic_template_kz
Ваша заявка на карту раcсмотрена. Пeрезвоните +7 742 987 18 16 для активации,suspicious,,ru,synthetic_template_kz
"Tele2: тариф ұзартылды, 8138 тг есептен шығарылды",safe,,kk,synthetic_template_kz
"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 734 944 61 10",suspicious,,ru,synthetic_template_kz
Kaspi Gold: код 877900. Ешкімге айтпаңыз. Егер бұл сіз болмасаңыз +7 790 219 58 87 нөміріне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
"Физика сабағы 11:00-ге ауыстырылды, 355 аудитория",safe,,kk,synthetic_template_kz
Кіру үшін растау кодыңыз: 521826,safe,,kk,synthetic_template_kz
"Занятие по алгебре переносится на 18:00, аудитория 424",safe,,ru,synthetic_template_kz
Kaspi: код 639145. Никому не сообщайте.,safe,,ru,synthetic_template_kz
"мамыр айына коммуналдық төлем қабылданды, сома 68 000 тг",safe,,kk,synthetic_template_kz
"Altel:  тариф  ұзартылды, 3634 тг есептен шығарылды",safe,,kk,synthetic_template_kz
"УРА! Данияр, вам одобрена выплата 78 000 тг. Реквизиты укажите тут kaspi-gold.site",scam,fake_prize,ru,synthetic_template_kz
"Оплата ЖКХ за март принята, сумма 45 000 тг",safe,,ru,synthetic_template_kz
Kaspi Магазин: тауаыңыз сатылды. 5 000 000 тг алу үшін өтіңіз halykbank.kz.verify.top,scam,kaspi_scam,kk,synthetic_template_kz
Нөміріңіз Activ акциясының жеңімпазы аtанды! Жүлде 94 200 tг. Рaстаңыз: kaspi.kz.secure-login.cc,scam,fake_prize,kk,synthetic_template_kz
Kaspi: Арман жіберген 99 400 тг аударым растауды күтуде. Растау: kaspi.kz.secure-login.cc,scam,kaspi_scam,kk,synthetic_template_kz
"Сотрудник банка свяжется с вами по номеру +7 704 681 38 77. Не сообщайте код никому, кроме специалиста",scam,fake_bank,ru,synthetic_template_kz
Пополнение 72 300 тг на карту *2630. Баланс 46 000 тг,safe,,ru,synthetic_template_kz
Салық берешегі 5 000 000 тг. Онлайн өтеу: wb-kz-prize.shop,scam,phishing,kk,synthetic_template_kz
Сіз Ozon сертификатын 35 000 тг алдыңыз. 2 сағат ішінде белсендіріңіз: enpf-vyplata.ru,scam,fake_prize,kk,synthetic_template_kz
Поздравляем! Вы выиграли 95 000 тг в розыгрыше Eurasian Bank. Забрать приз: beeline-bonus.icu,scam,fake_prize,ru,synthetic_template_kz
"Altel: тариф продлен, списано 7939 тг. Следующее списание 12.5",safe,,ru,synthetic_template_kz
ЖҚЕ  бұзғаны  үшін 71 000 тг айыппұл. 50% жеңілдікпен төлеу: bonus-kz.click,scam,fake_police,kk,synthetic_template_kz
Клиникамызда тегін диагностика. Бүгінге жазылу +7 723 614 22 44,suspicious,,kk,synthetic_template_kz
Одобрен займ до 9 000 000 тг без справок и залога. Оформить за 5 минут: jusan.kz,suspicious,,ru,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 796 733 61 39,suspicious,,ru,synthetic_template_kz
Ес таңдырарлық жүлделер ұтып ал!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
ЖСН нөміріңіз заңсыз операцияда қолданылған. Тергеуші хабарласады: +7 773 870 54 22. Үшінші тұлғаларға айтпаңыз,scam,fake_police,kk,synthetic_template_kz
Kaspi: Данияр жіберген 30 000 тг аударым растауды күтуде. Растау: halykbank.kz.verify.top,scam,kaspi_scam,kk,synthetic_template_kz
"23 000 тг бастап инвестиция, айына 24% табыс. Кеңес +7 741 895 20 50",suspicious,,kk,synthetic_template_kz
"Сіз 1,000,000 теңге ұтып алдыңыз!",suspicious,,kk,github_Yerassyl04_Spam-kazakh
Салық берешегі 5 000 тг. Онлайн өтеу: kaspi-gold.site,scam,phishing,kk,synthetic_template_kz
"Здравствуйте, Алия! Напоминаем о записи к врачу завтра в 18:00",safe,,ru,synthetic_template_kz
eGov:  анықтамаңыз  дайын. Мобильді қосымшадан жүктеңіз,safe,,kk,synthetic_template_kz
"Оплата ЖКХ за май принята, сумма 8 000 000 тг",safe,,ru,synthetic_template_kz
"На вас оформлен кредит мошенниками. Дело ведет Служба судебных исполнителей, оператор +7 744 917 17 45",scam,fake_police,ru,synthetic_template_kz
Сіз 1000-шы келуші болдыңыз! iPhone 16 тегін алыңыз: kaspi-bonus . top,scam,fake_prize,kk,synthetic_template_kz
Beeline: подключена подписка за 823 тг/нед. Отключить *565#,suspicious,,ru,synthetic_template_kz
Анықтамасыз және кепілсіз 5 000 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: tele2.kz,suspicious,,kk,synthetic_template_kz
Назар аударыңыз! *2634 картаңыз қaуіпте. Қаражатты резервтіk шотқа аyдарыңыз: halykbank.kz.verify.top,scam,fake_bank,kk,synthetic_template_kz
Нөміріңіз зейнетақыны қайта есептеуге қатысады. Фораны толтырыңыз kz-vyigrysh.net,scam,phishing,kk,synthetic_template_kz
"Kaspi Gold: код 462838. Никоmу не сообщaйте. Если это не вы, звоните +7 776 957 16 30",scam,kaspi_scam,ru,synthetic_template_kz
Вам пришло защищенное сообщение от Антифрод-центр. Прочитать: kaspi.kz.secure-login.cc !!!,scam,phishing,ru,synthetic_template_kz
Kaspi Магазин: посылка задержана на таможне. Оплатите пошлину 703 тг: wb-kz-prize.shop.,scam,phishing,ru,synthetic_template_kz
Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 797 869 47 65,suspicious,,kk,synthetic_template_kz
Вы 1000-й поcеtитель! Заберите iPhone 13 бесплатно: forte-cabinet.pro,scam,fake_prize,ru,synthetic_template_kz
Сізге 16 800 тг сомасына Kaspi Bonus 19% түсті. Белсендіру halyk-verify.xyz,scam,kaspi_scam,kk,synthetic_template_kz
Kaspi Red: 9 000 000 тг бөліп төлеу рәсімделді. Болдырmау wb-kz-prize.shop,scam,kaspi_scam,kk,synthetic_template_kz
Ваш код подтверждения для входа: 124624,safe,,ru,synthetic_template_kz
Beeline: подключена подписка за 265 тг/нед. Отключить *102#,suspicious,,ru,synthetic_template_kz
"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 725 380 20 41",suspicious,,kk,synthetic_template_kz
Құттықтaймыз! Сіз Bereke Bank ұтыс ойынында 5 000 000 тг ұттыңыз. Жүлдені алу: egov-kz.online,scam,fake_prize,kk,synthetic_template_kz
Тезірек біздің қатарға қосыл,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
"Здравствуйте, я по объявлению на Kaspi. Уже оплатил, подтвердите получение по ссылке kaspi-gold.site",scam,kaspi_scam,ru,synthetic_template_kz
"Здравствуйте, я по объявлению на Kaspi. Ужe оплатил, подtвердите получение по cсылке halyk-verify.xyz",scam,kaspi_scam,ru,synthetic_template_kz
Служба судебных исполнителей. Наложен арест на счета. Снять ограничение в течение 2 часов: egov-kz.online,scam,fake_police,ru,synthetic_template_kz
МВД РК. Наложен арест на счета. Снять ограничение в течение 30 минут: kz-vyigrysh.net,scam,fake_police,ru,synthetic_template_kz
Kaspi Магазин: тауарыңыз сатылды. 6 000 000 тг алу үшін өтіңіз kaspi.kz.secure-login.cc,scam,kaspi_scam,kk,synthetic_template_kz
Служба безопасности ForteBank: подозрительный перевод на 75 300 тг. Свяжитесь с оператором +7 799 892 15 19 немедленно,scam,fake_bank,ru,synthetic_template_kz
"Инвестиции от 67 000 tг, доход 45% в меcяц. Консyльтация +7 791 687 50 25",suspicious,,ru,synthetic_template_kz
Құрметті клиент! *8542 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: wb-kz-prize.shop,scam,fake_bank,kk,synthetic_template_kz
Тек бүгін! Kaspi Магазин дүкенінде барлық тауарға 67% жеңілдік. Түн ортасына дейін үлгеріңіз,suspicious,,kk,synthetic_template_kz
Только сегодня! Скидка 47% на все товары в Temu. Успей до полуночи,suspicious,,ru,synthetic_template_kz
№489612 тапсырысыңыз Яндекс Доставка пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
"Оплата  ЖКХ  за январь принята, сумма 84 100 тг",safe,,ru,synthetic_template_kz
"Қызmеткерлер қажет, кесте еркін, күнделікті төлем 11 000 тг. Telegram +7 714 357 78 60",suspicious,,kk,synthetic_template_kz
"75 000 ТГ БАСТАП ИНВЕСТИЦИЯ, АЙЫНА 33% ТАБЫС. КЕҢЕС +7 760 803 29 90",suspicious,,kk,synthetic_template_kz
Обновление базы ЕНПФ. Вам начислена выплата 91 900 тг. Получить: halyk-verify.xyz,scam,phishing,ru,synthetic_template_kz
Одобрен займ до 36 800 тг без справок и залога. Оформить за 5 минут: wildberries.kz,suspicious,,ru,synthetic_template_kz
Ваш код подтверждения для входа: 120100,safe,,ru,synthetic_template_kz
Құрметті клиент! *8080 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: jusan-secure.info,scam,fake_bank,kk,synthetic_template_kz
Вы получили сертификат Ozon на 4 000 000 тг. Активировать сегодня до 18:00: bonus-kz.click,scam,fake_prize,ru,synthetic_template_kz
Ваш  код  подтверждения для входа: 794553,safe,,ru,synthetic_template_kz
Tele2: аптасына 575 тг жазылым қосылды. Өшіру *361#,suspicious,,kk,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 2 000 000 тг бонус есептелді. Шығару үшін 7336 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 755 541 98 55",suspicious,,kk,synthetic_template_kz
"Несие бойынша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 789 913 98 65",suspicious,,kk,synthetic_template_kz
ЖҚЕ бұзғаны үшін 8 000 000 тг айыппұл. 50% жеңілдікпен төлеу: forte-cabinet.pro,scam,fake_police,kk,synthetic_template_kz
Спасибо за покупку! Чек доступен на beeline.kz,safe,,ru,synthetic_template_kz
Напоминaние: срок оплаты за обучение до 3.4. Сумма 28 000 тг,safe,,ru,synthetic_template_kz
Нөміріңіз Altel акциясының жеңімпазы атанды! Жүлде 42 000 тг. Растаңыз: forte-cabinet.pro,scam,fake_prize,kk,synthetic_template_kz
"Оплата ЖКХ за апрель принята, сумма 8 000 тг",safe,,ru,synthetic_template_kz
"Санжар, вам доступен персональный кредитный лимит 55 000 тг. Подробнее в приложении",suspicious,,ru,synthetic_template_kz
Kaspi Gold: код 96628. Ешкімге айтпаңыз. Егер бұл сіз болмасаңыз +7 780 914 51 57 нөміріне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
Вам пришло защищенное сообщение от МВД РК. Прочитать: beeline-bonus.icu,scam,phishing,ru,synthetic_template_kz
Kaspi Red: рассрочка Hа 8 000 000 тг oфоpмлена. Отменить halyk-verify.xyz,scam,kaspi_scam,ru,synthetic_template_kz
Boxberry: жеткізу мекенжайы қате. Деректерді нақтылаңыз wb-kz-prize.shop,scam,phishing,kk,synthetic_template_kz
"Занятие по программированию переносится на 10:00, аудитория 274",safe,,ru,synthetic_template_kz
Құрметті клиент! *2606 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: kaspi-bonus.top,scam,fake_bank,kk,synthetic_template_kz
Activ: аптасына 550 тг жазылым қосылды. Өшіру *752#,suspicious,,kk,synthetic_template_kz
"Jusan Bank: 8 000 000 тг несие мақұлданды. Өтініш бермеген болсаңыз, бас тартыңыз kaspi.kz.secure-login.cc",scam,fake_bank,kk,synthetic_template_kz
Kaspi: код 103200. Никому не сообщайте.,safe,,ru,synthetic_template_kz
Трейдинг курстары. Бірінші сабақ тегін. Тіркелу +7 715 155 19 87,suspicious,,kk,synthetic_template_kz
"Келесі шараны ұмытпаңыз, міндетті түрде келіңіз",safe,,kk,github_Yerassyl04_Spam-kazakh
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 798 867 13 58,suspicious,,ru,synthetic_template_kz
Уважаемый клиент! Карта *8549 заблокирована по подозрению в мошенничестве. Для разблокировки перейдите gov-kz.support сегодня до 18:00,scam,fake_bank,ru,synthetic_template_kz
Ваш счет будет закрыт срочно из-за неподтвержденных данных. Обновите анкету: forte-cabinet.pro,scam,fake_bank,ru,synthetic_template_kz
Уведомление о штрафе 8 000 000 тг за нарушение ПДД. Оплата со скидкой 50%: kaspi . kz . secure-login . cc,scam,fake_police,ru,synthetic_template_kz
СЛУЖБА БЕЗОПАСНОСТИ HALYK BANK: ПОДОЗРИТЕЛЬНЫЙ ПЕРЕВОД НА 61 700 ТГ. СВЯЖИТЕСЬ С ОПЕРАТОРОМ +7 708 608 47 12 НЕМЕДЛЕННО,scam,fake_bank,ru,synthetic_template_kz
Freedom Bank қауіпсіздік қызметі: 5 000 000 тг күдікті аударым. +7 719 258 80 45 нөміріне жедел хабарласыңыз,scam,fake_bank,kk,synthetic_template_kz
"Altel: 29 ГБ және 445 минут қалды, 26.11 дейін",safe,,kk,synthetic_template_kz
Kaspi Gold: код 933489. Ешкімге айтпаңыз. Егер бұл сіз болмасаңыз +7 776 848 89 26 нөміріне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
"Такси прибыло. Toyota Camry, гос. номер 236 NXX 02",safe,,ru,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 730 635 22 33,suspicious,,ru,synthetic_template_kz
Поздрaвляем! Вы выиграли 95 000 тг B розыгрыше Halyk Bank. Забрaть приз: kaspi-gold.site,scam,fake_prize,ru,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 3 000 000 тг бонус есептелді. Шығару үшін 4753 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
Одобрен займ до 3 000 000 тг без справок и залога. Оформить за 5 минут: kaspi.kz,suspicious,,ru,synthetic_template_kz
"Внимание! Ваша карта *7592 скомпрометирована. Переведите средства на резервный счет, инструкция: halykbank.kz.verify.top",scam,fake_bank,ru,synthetic_template_kz
Клиникамызда тегін диагностика. Бүгінге жазылу +7 785 806 98 87,suspicious,,kk,synthetic_template_kz
Только сегодня! Скидка 79% на все товары в Temu. Успей до полуночи,suspicious,,ru,synthetic_template_kz
Одобрен займ до 18 400 тг без справок и залога. Оформить за 5 минут: beeline.kz,suspicious,,ru,synthetic_template_kz
"Требуются сотрудники, график свободный, оплата ежедневно 16 000 тг. Telegram по номеру +7 767 743 91 87",suspicious,,ru,synthetic_template_kz
Служба судебных исполнителей: на ваше имя заведено производство. Явитесь или ознакомьтесь bonus-kz.click,scam,fake_police,ru,synthetic_template_kz
№846001 тапсырысыңыз Kaspi Postomat пунктіне жетті. 5 күн ішінде алыңыз,safe,,kk,synthetic_template_kz
"Крипто-сигналы с точностью 89%. Первый месяц бесплатно, канал по ссылке в профиле",suspicious,,ru,synthetic_template_kz
"Әсел, сізге 64 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
eGov аккаунтыңыз жедел түрде жойылады. ЖСН растаңыз: enpf-vyplata.ru,scam,phishing,kk,synthetic_template_kz
"Физика сабағы 14:00-ге ауыстырылды, 326 аудитория",safe,,kk,synthetic_template_kz
Назар аударыңыз! *2433 картаңыз қауіпте. Қаражатты резервтік шотқа аударыңыз: jusan-secure.info,scam,fake_bank,kk,synthetic_template_kz
Kaspi: код 707396. Ешкімге айтпаңыз.,safe,,kk,synthetic_template_kz
Ваш номер участвует в перерасчете пенсии. Заполните форму kaspi.kz.secure-login.cc до конца недели,scam,phishing,ru,synthetic_template_kz
"Altel: 15 ГБ және 288 минут қалы, 8.2 дейін",safe,,kk,synthetic_template_kz
Сізге 1 000 000 тг сомасына Kaspi Bonus 16% түсті. Белсендіру wb-kz-prize.shop,scam,kaspi_scam,kk,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 29 000 тг бонус есептелді. Шыару үшін 5885 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
ВАШ ЗАКАЗ №802214 ПРИБЫЛ В ПУНКТ ВЫДАЧИ BOXBERRY. ЗАБРАТЬ В ТЕЧЕНИЕ 5 ДНЕЙ,safe,,ru,synthetic_template_kz
Құттықтаймыз! Сіз Jusan Bank ұтыс ойынында 1 000 000 тг ұттыңыз. Жүлдені алу: halykbank.kz.verify.top,scam,fake_prize,kk,synthetic_template_kz
"Такси келді. Kia Rio, мемлекеттік нөмір 755 NFC 03 ⚠️",safe,,kk,synthetic_template_kz
Freedom Bank. 55 500 тг есептен шығару бекітілді. Болдырмау үшін: wb-kz-prize.shop,scam,fake_bank,kk,synthetic_template_kz
izi: остаток 6 ГБ и 255 минут до 10.7 !!!,safe,,ru,synthetic_template_kz
Одoбрен займ до 8 000 000 тг без справок и залогa. Оформить за 5 минут: halykbank.kz,suspicious,,ru,synthetic_template_kz
"Activ: 9 ГБ және 101 минут қалды, 26.6 дейін",safe,,kk,synthetic_template_kz
Сізге 46 000 тг сомасына Kaspi Bonus 10% түсті. Белсендіру halykbank.kz.verify.top,scam,kaspi_scam,kk,synthetic_template_kz
ЖСН нөміріңіз заңсыз операцияда қолданылған. Тергеуші хабарласады: +7 794 573 37 10. Үшінші тұлғаларға айтпаңыз,scam,fake_police,kk,synthetic_template_kz
Ваш номер участвует в перерасчете пенсии. Заполните форму wb-kz-prize.shop до конца недели,scam,phishing,ru,synthetic_template_kz
Тегін вебинарға тіркеліңіз!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
ЖҚЕ бұзғаны үшін 37 000 тг айыппұл. 50% жеңілдікпен төлеу: wb-kz-prize.shop,scam,fake_police,kk,synthetic_template_kz
"Внимание! Ваша карта *5691 скомпрометирована. Переведите средства на резервный счет, инструкция: jusan-secure.info",scam,fake_bank,ru,synthetic_template_kz
Одобрен займ до 3 000 000 тг без справок и залога. Оформить за 5 минут: jusan.kz,suspicious,,ru,synthetic_template_kz
"Сізге алаяқтар несие рәсімдеген. Істі Сот орындаушылары жүргізуде, оператор +7 779 539 51 48",scam,fake_police,kk,synthetic_template_kz
ЖҚЕ бұзғаны үшін 3 000 000 тг айыппұл. 50% жеңілдікпен төлеу: jusan-secure.info,scam,fake_police,kk,synthetic_template_kz
Сіз Ozon сертификатын 94 000 тг алдыңыз. күн соңына дейін белсендіріңіз: halyk-verify.xyz,scam,fake_prize,kk,synthetic_template_kz
"Freedom Bank: 91 000 тг сатып алу, ката *9033. Қолжетімді 2 000 000 тг",safe,,kk,synthetic_template_kz
eGov: ваша справка готова. Скачать в мобильном приложении или на forte.kz ⚠️,safe,,ru,synthetic_template_kz
"Kaspi Gold: код 14627. Никому не сообщайте. Если это не вы, звоните +7 797 160 41 83",scam,kaspi_scam,ru,synthetic_template_kz
"Физика сабағы 19:00-ге ауыстырылды, 366 аудитория",safe,,kk,synthetic_template_kz
Kaspi Red: 93 000 тг бөліп төлеу рәсімделді. Болдырмау wb-kz-prize.shop,scam,kaspi_scam,kk,synthetic_template_kz
"izi: тариф продлен, списано 8269 тг. Следующее списание 6.6",safe,,ru,synthetic_template_kz
"Нұрлан, сізге 4 000 000 тг төлем мақұлданды. Дерекtерді оcында енгізіңіз kaspi.kz.secure-login.cc",scam,fake_prize,kk,synthetic_template_kz
Пополнение 22 700 тг на карту *5561. Баланс 7 000 000 тг,safe,,ru,synthetic_template_kz
Спасибо за покyпку! Чек доступен на tele2.kz,safe,,ru,synthetic_template_kz
Ваш код подтверждения для входа: 868429,safe,,ru,synthetic_template_kz
"Beeline: тариф ұзартылды, 7848 тг есептен шығарылды",safe,,kk,synthetic_template_kz
Kaspi Red: рассрочка на 90 000 тг оформлена. Отменить kaspi.kz.secure-login.cc,scam,kaspi_scam,ru,synthetic_template_kz
Розыгрыш к 30-летию! Вам начислен бонус 27 000 тг. Для вывода оплатите комиссию 8220 тг,scam,fake_prize,ru,synthetic_template_kz
Ваш заказ №420633 прибыл в пункт выдачи Kaspi Postomat. Забать в течение 5 дней,safe,,ru,synthetic_template_kz
"SE-2430 тобының жиналысы 10:00-де, 3 корпус",safe,,kk,synthetic_template_kz
"Tele2: 9 ГБ және 691 минут қалды, 10.1 дейін",safe,,kk,synthetic_template_kz
"Eurasian Bank: жеке кабинетіңізге жаңа құрылғыдан кіру әрекеті тіркелді. Егер бұл сіз болмасаңыз, растаңыз: gov-kz.support",scam,fake_bank,kk,synthetic_template_kz
Ваша заявка на карту рассмотрена. Перезвоните +7 734 436 47 83 для активации,suspicious,,ru,synthetic_template_kz
"Әйгерім, сізге 75 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
Сізге ҰҚК тарапынан қорғалған хабарлама келі. Оқу: jusan-secure.info,scam,phishing,kk,synthetic_template_kz
Ваша заявка на карту рассмотрена. Перезвоните +7 771 600 87 30 для активации,suspicious,,ru,synthetic_template_kz
Kaspi: код 785445. Никому не сообщайте.,safe,,ru,synthetic_template_kz
"Үйден жұмыс, аптаcына 77 600 тг табыс. WhatsApp +7 781 626 20 99 жaзыңыз",suspicious,,kk,synthetic_template_kz
Сіздің семинарларыңызда не болды?,safe,,kk,github_Yerassyl04_Spam-kazakh
"ForteBank: зафиксирована попытка входа в ваш кабинет с нового устройства. Если это не вы, подтвердите личность: halyk-verify.xyz",scam,fake_bank,ru,synthetic_template_kz
БЖЗҚ  дерекқоры  жаңартылды. Сізге 2 000 000 тг төлем есептелді. Алу: enpf-vyplata.ru,scam,phishing,kk,synthetic_template_kz
"Инвестиции от 91 000 тг, доход 18% в месяц. Консультация +7 705 388 94 74",suspicious,,ru,synthetic_template_kz
Kaspi Bank. 71 000 тг есептен шығару бекітілді. Болдырмау үшін: halyk-verify.xyz,scam,fake_bank,kk,synthetic_template_kz
"На вас оформлен кредит мошенниками. Дело ведет КНБ РК, оператор +7 768 968 18 16",scam,fake_police,ru,synthetic_template_kz
Уведомление о штрафе 16 100 тг за нарушение ПДД. Оплата со скидкой 50%: kaspi-bonus . top,scam,fake_police,ru,synthetic_template_kz
Kaspi Gold: код 177114. Ешкімге айтпаңыз. Егер бұл сіз болmасаңыз +7 729 193 81 72 нөміpіне қоңырау шалыңыз,scam,kaspi_scam,kk,synthetic_template_kz
Сіздің сараптамалық нәтижелеріңіз шықты алып кетуіңізді сұраймын,safe,,kk,github_Yerassyl04_Spam-kazakh
Курсы трейдинга. Первое занятие бесплатно. Запись +7 749 848 54 17,suspicious,,ru,synthetic_template_kz
"Қызметкерлер қажет, кесте еркін, күнделікті төлем 27 000 тг. Telegram +7 722 801 58 66",suspicious,,kk,synthetic_template_kz
"АҒЫЛШЫН ТІЛІ САБАҒЫ 17:00-ГЕ АУЫСТЫРЫЛДЫ, 134 АУДИТОРИЯ",safe,,kk,synthetic_template_kz
Tele2: аптасына 847 тг жазылым қосылды. Өшіру *821#,suspicious,,kk,synthetic_template_kz
Спасибо за покупку! Чек доступен на wildberries.kz,safe,,ru,synthetic_template_kz
Курсы трейдинга. Первое занятие бесплатно. Запись +7 730 744 77 91,suspicious,,ru,synthetic_template_kz
"ForteBank: 52 000 тг несие мақұлданды. Өтініш бермеген болсаңыз, бас тартыңыз enpf-vyplata.ru",scam,fake_bank,kk,synthetic_template_kz
Бесплатная диагностика организма в нашей клинике. Запись на сегодня +7 703 752 49 26,suspicious,,ru,synthetic_template_kz
Одобрен  займ  до 3 000 000 тг без справок и залога. Оформить за 5 минут: kaspi.kz,suspicious,,ru,synthetic_template_kz
Сіздің телефон нөміріңіз жеңіске жетті!,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
"Встреча группы SE-2426 в 12:00, корпус 1",safe,,ru,synthetic_template_kz
Бұл сілтеме сенің болашығыңды шешеді,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
Kaspi Магазин: ваш товар продан. Для получения 96 000 тг перейдите wb-kz-prize.shop,scam,kaspi_scam,ru,synthetic_template_kz
"Tele2: 8 ГБ және 505 минут қалды, 19.6 дейін",safe,,kk,synthetic_template_kz
Нөміріңіз izi акциясының жеңімпазы атанды! Жүлде 58 600 тг. Растаңыз: halykbank.kz.verify.top,scam,fake_prize,kk,synthetic_template_kz
Вы получили сертификат AliExpress на 35 000 тг. Активировать сегодня до 18:00: egov-kz.online,scam,fake_prize,ru,synthetic_template_kz
Уведомление о штрафе 45 000 тг за нарушение ПДД. Оплата со скидкой 50%: halykbank.kz.verify.top,scam,fake_police,ru,synthetic_template_kz
ЖҚЕ бұзғаны үшін 9 000 000 тг айыппұл. 50% жеңілдікпен төлеу: forte-cabinet.pro,scam,fake_police,kk,synthetic_template_kz
Тек бүгін! Ozon дүкенінде барлық тауарға 46% жеңілдік. Түн ортасына дейін үлгеріңіз,suspicious,,kk,synthetic_template_kz
Altel: остаток 2 ГБ и 686 минут до 6.9 !!!,safe,,ru,synthetic_template_kz
"Такси келді. Kia Rio, мемлекеттік нөмір 316 XCA 08",safe,,kk,synthetic_template_kz
"Возврат страховки по кредиту. Проверьте, положена ли вам компенсация: +7 714 748 55 93",suspicious,,ru,synthetic_template_kz
"Физика сабағы 16:00-ге ауыстырылды, 199 аудитория",safe,,kk,synthetic_template_kz
Бұндай жеңілдік бұрын соңды болмаған,suspicious,,kk,github_Yerassyl04_Spam-kazakh
"Ана, мен кешігемін, шамамен 23-де боламын",safe,,kk,synthetic_template_kz
"Несие бойнша сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 706 220 77 67",suspicious,,kk,synthetic_template_kz
Вам пришло защищенное сообщение от eGov. Прочитать: forte-cabinet.pro,scam,phishing,ru,synthetic_template_kz
